Place_Name,Category,City,Price,Rating,Type,is_holiday,holiday_type,Low_Days,Medium_Days,High_Days,Weather_Suitability,Ideal_Duration,Meal_Type,Latitude,Longitude,Open_Hour,Close_Hour,Time_Slot
Bangsal Pagelaran,Wisata - Budaya,Yogyakarta,5000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny",104,None,-7.805284299999999,110.3642137,09:00:00,20:00:00,Morning
Embung Tambakboyo,Wisata - Taman Hiburan,Yogyakarta,0,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny, Rainy",135,None,-7.756227000000001,110.4150131,10:00:00,16:00:00,Morning
Hutan Pinus Pengger,Wisata - Taman Hiburan,Yogyakarta,3000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny, Rainy",109,None,-7.870483200000001,110.4599108,09:00:00,18:00:00,Morning
Monumen Serangan Umum 1 Maret,Wisata - Taman Hiburan,Yogyakarta,3000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny, Rainy",103,None,-7.801012399999999,110.3653376,08:00:00,20:00:00,Morning
Puncak Pinus Becici,Wisata - Taman Hiburan,Yogyakarta,3000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny, Rainy",88,None,-7.902035499999998,110.4374627,09:00:00,17:00:00,Afternoon
Bukit Bintang Yogyakarta,Wisata - Taman Hiburan,Yogyakarta,25000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny, Rainy",163,None,-7.845840699999997,110.4798457,09:00:00,18:00:00,Evening
Gedung Agung Yogyakarta,Wisata - Budaya,Yogyakarta,0,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny",158,None,-7.800150599999999,110.3637507,10:00:00,19:00:00,Afternoon
The Lost World Castle,Wisata - Taman Hiburan,Yogyakarta,30000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny, Rainy",177,None,-7.6041648,110.4510042,08:00:00,20:00:00,Morning
Monumen Sanapati,Wisata - Budaya,Yogyakarta,15000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny",176,None,-7.788172800000001,110.3715403,10:00:00,20:00:00,Afternoon
Jurang Tembelan Kanigoro,Wisata - Taman Hiburan,Yogyakarta,2500,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny, Rainy",169,None,-7.940106500000001,110.4300062,07:00:00,17:00:00,Afternoon
The World Landmarks - Merapi Park Yogyakarta,Wisata - Taman Hiburan,Yogyakarta,22000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny, Rainy",116,None,-7.620904599999999,110.4216275,07:00:00,19:00:00,Morning
Museum Sonobudoyo Unit I,Wisata - Budaya,Yogyakarta,5000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny",155,None,-7.8024499,110.3639555,10:00:00,18:00:00,Afternoon
Lava Bantal,Wisata - Budaya,Yogyakarta,5000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny",163,None,-7.808151800000001,110.4595183,08:00:00,17:00:00,Morning
Bukit Panguk Kediwung,Wisata - Budaya,Yogyakarta,250000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny",106,None,-7.9583695,110.4407622,07:00:00,17:00:00,Morning
Candi Prambanan,Wisata - Budaya,Yogyakarta,50000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny",145,None,-7.752020600000001,110.4914674,10:00:00,18:00:00,Morning
Watu Goyang,Wisata - Budaya,Yogyakarta,2500,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny",90,None,-7.9274086,110.4120586,08:00:00,20:00:00,Morning
Kampung Wisata Rejowinangun,Wisata - Budaya,Yogyakarta,0,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny",146,None,-7.8152776,110.3988359,07:00:00,16:00:00,Afternoon
Kauman Pakualaman Yogyakarta,Wisata - Budaya,Yogyakarta,0,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny",180,None,-7.801034700000001,110.3751922,10:00:00,18:00:00,Afternoon
Alun-alun Utara Keraton Yogyakarta,Wisata - Budaya,Yogyakarta,0,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny",61,None,-7.803897499999998,110.3644232,09:00:00,17:00:00,Morning
Pantai Goa Cemara,Wisata - Bahari,Yogyakarta,4000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,175,None,-7.999422999999998,110.248963,09:00:00,17:00:00,Morning
Blue Lagoon Jogja,Wisata - Taman Hiburan,Yogyakarta,10000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny, Rainy",121,None,-7.7044358,110.45026,10:00:00,20:00:00,Evening
Gumuk Pasir Parangkusumo,Wisata - Taman Hiburan,Yogyakarta,0,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny, Rainy",65,None,-8.0173266,110.3180791,08:00:00,16:00:00,Evening
Bukit Lintang Sewu,Wisata - Taman Hiburan,Yogyakarta,2000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny, Rainy",69,None,-7.915799699999999,110.4366436,09:00:00,17:00:00,Afternoon
Studio Alam Gamplong,Wisata - Taman Hiburan,Yogyakarta,10000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny, Rainy",95,None,-7.805793599999998,110.2367304,10:00:00,20:00:00,Afternoon
Watu Lumbung,Wisata - Cagar Alam,Yogyakarta,5000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,139,None,-7.992437900000001,110.317778,10:00:00,20:00:00,Morning
Air Terjun Kedung Pedut,Wisata - Cagar Alam,Yogyakarta,20000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,138,None,-7.769987499999998,110.1210707,09:00:00,18:00:00,Morning
Puncak Kebun Buah Mangunan,Wisata - Taman Hiburan,Yogyakarta,5000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny, Rainy",161,None,-7.941371800000001,110.4247345,07:00:00,16:00:00,Morning
Desa Wisata Gamplong,Wisata - Taman Hiburan,Yogyakarta,10000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny, Rainy",90,None,-7.805523199999997,110.2374676,08:00:00,17:00:00,Evening
Kawasan Wisata Sosrowijayan,Wisata - Pusat Perbelanjaan,Yogyakarta,0,4.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,96,None,-7.7916235,110.361956,10:00:00,17:00:00,Evening
Grojogan Watu Purbo Bangunrejo,Wisata - Taman Hiburan,Yogyakarta,10000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny, Rainy",167,None,-7.6340172,110.33837,09:00:00,20:00:00,Afternoon
Wisata Alam Kalibiru,Wisata - Cagar Alam,Yogyakarta,20000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,130,None,-7.8057305,110.127969,08:00:00,20:00:00,Afternoon
Jogja Exotarium,Wisata - Taman Hiburan,Yogyakarta,20000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny, Rainy",115,None,-7.7280356,110.3591712,10:00:00,18:00:00,Evening
Puncak Gunung Api Purba - Nglanggeran,Wisata - Cagar Alam,Yogyakarta,10000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,86,None,-7.841252999999998,110.543056,09:00:00,17:00:00,Afternoon
Bendung Lepen,Wisata - Taman Hiburan,Yogyakarta,0,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny, Rainy",136,None,-7.831666800000002,110.3945119,07:00:00,18:00:00,Evening
Bunker Kaliadem Merapi,Wisata - Cagar Alam,Yogyakarta,3000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,148,None,-7.582919800000001,110.4476816,08:00:00,20:00:00,Morning
Ledok Sambi,Wisata - Cagar Alam,Yogyakarta,0,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,171,None,-7.647094300000001,110.4280998,08:00:00,20:00:00,Afternoon
Seribu Batu Songgo Langit,Wisata - Cagar Alam,Yogyakarta,2000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,146,None,-7.931098399999999,110.430919,10:00:00,19:00:00,Morning
Goa Jomblang,Wisata - Cagar Alam,Yogyakarta,500000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,165,None,-8.0281562,110.6383307,07:00:00,20:00:00,Morning
Desa Wisata Rumah Domes/Teletubbies,Wisata - Taman Hiburan,Yogyakarta,5000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny, Rainy",152,None,-7.813608499999999,110.5033442,07:00:00,17:00:00,Afternoon
Bukit Wisata Pulepayung,Wisata - Cagar Alam,Yogyakarta,10000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,154,None,-7.800110599999999,110.1238954,08:00:00,18:00:00,Morning
Bentara Budaya Yogyakarta (BBY),Wisata - Budaya,Yogyakarta,0,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny",86,None,-7.7857242,110.3746954,07:00:00,19:00:00,Morning
Goa Rancang Kencono,Wisata - Cagar Alam,Yogyakarta,5000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,98,None,-7.9492612,110.4926511,10:00:00,20:00:00,Afternoon
Goa Cerme,Wisata - Cagar Alam,Yogyakarta,3000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,80,None,-7.979441299999999,110.3803114,08:00:00,20:00:00,Afternoon
Wisata Kraton Jogja,Wisata - Budaya,Yogyakarta,7000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny",69,None,-7.806753499999999,110.3636659,08:00:00,17:00:00,Morning
Desa Wisata Kelor,Wisata - Taman Hiburan,Yogyakarta,0,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny, Rainy",62,None,-7.641025800000001,110.3622794,09:00:00,18:00:00,Morning
Pantai Patihan,Wisata - Bahari,Yogyakarta,5000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,172,None,-7.997777999999999,110.2449113,09:00:00,20:00:00,Afternoon
Pantai Kukup,Wisata - Bahari,Yogyakarta,10000,4.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,133,None,-8.133712299999997,110.5547433,09:00:00,19:00:00,Evening
Pantai Ngrawe (Mesra),Wisata - Bahari,Yogyakarta,10000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,108,None,-8.1333389,110.5537405,07:00:00,19:00:00,Evening
Pantai Ngobaran,Wisata - Bahari,Yogyakarta,5000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,102,None,-8.1184844,110.5028785,08:00:00,19:00:00,Afternoon
Pantai Pulang Sawal,Wisata - Bahari,Yogyakarta,10000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,103,None,-8.1506589,110.6126311,07:00:00,18:00:00,Afternoon
Pantai Baron,Wisata - Bahari,Yogyakarta,10000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,121,None,-8.1288246,110.5487763,08:00:00,19:00:00,Morning
Pantai Pok Tunggal,Wisata - Bahari,Yogyakarta,10000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,151,None,-8.1554468,110.6217582,08:00:00,18:00:00,Afternoon
Hutan Pinus Asri,Wisata - Cagar Alam,Yogyakarta,2500,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,80,None,-7.9209209,110.4355651,09:00:00,19:00:00,Morning
Pasar Kebon Empring Bintaran,Wisata - Pusat Perbelanjaan,Yogyakarta,0,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,99,None,-7.836320499999998,110.4575806,10:00:00,18:00:00,Afternoon
"Bukit Paralayang, Watugupit",Wisata - Cagar Alam,Yogyakarta,5000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,177,None,-8.026855099999999,110.3459122,10:00:00,18:00:00,Morning
Kampung Wisata Dipowinatan,Wisata - Budaya,Yogyakarta,220000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny",142,None,-7.810552899999999,110.3704987,09:00:00,18:00:00,Morning
Watu Mabur Mangunan,Wisata - Cagar Alam,Yogyakarta,2500,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,99,None,-7.947121,110.441,10:00:00,19:00:00,Morning
Pintoe Langit Dahromo,Wisata - Cagar Alam,Yogyakarta,2500,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,102,None,-7.913608000000001,110.437783,10:00:00,16:00:00,Afternoon
Green Village Gedangsari,Wisata - Taman Hiburan,Yogyakarta,2000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny, Rainy",102,None,-7.813093999999999,110.615571,08:00:00,20:00:00,Evening
Kebun Teh Nglinggo,Wisata - Cagar Alam,Yogyakarta,6000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,75,None,-7.647054,110.1414699,08:00:00,17:00:00,Morning
Geoforest Watu Payung Turunan,Wisata - Cagar Alam,Yogyakarta,0,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,106,None,-7.974294,110.4364363,10:00:00,19:00:00,Morning
Pantai Timang,Wisata - Bahari,Yogyakarta,10000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,117,None,-8.1759266,110.6624196,08:00:00,19:00:00,Afternoon
Puncak Segoro,Wisata - Cagar Alam,Yogyakarta,5000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,111,None,-8.1026167,110.4562084,08:00:00,18:00:00,Morning
Candi Borobudur,Wisata - Budaya,Yogyakarta,50000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny",71,None,-7.6078738,110.2037513,10:00:00,17:00:00,Afternoon
Candi Ijo,Wisata - Budaya,Yogyakarta,5000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny",84,None,-7.783827600000001,110.5118987,10:00:00,20:00:00,Morning
Pantai Indrayanti,Wisata - Bahari,Yogyakarta,10000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,136,None,-8.1508415,110.6129852,09:00:00,19:00:00,Morning
Pantai Nglambor,Wisata - Bahari,Yogyakarta,10000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,145,None,-8.1827028,110.6792399,08:00:00,18:00:00,Morning
Pasar Beringharjo,Wisata - Pusat Perbelanjaan,Yogyakarta,0,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,79,None,-7.798794300000001,110.367443,08:00:00,16:00:00,Afternoon
Museum Ullen Sentalu,Wisata - Budaya,Yogyakarta,100000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny",95,None,-7.5978656,110.4233959,09:00:00,19:00:00,Morning
Museum Gunung Merapi,Wisata - Budaya,Yogyakarta,10000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny",177,None,-7.615927200000001,110.4243329,09:00:00,19:00:00,Afternoon
Pantai Parangtritis,Wisata - Bahari,Yogyakarta,10000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,163,None,-8.024607999999999,110.3298045,07:00:00,17:00:00,Morning
Goa Pindul,Wisata - Cagar Alam,Yogyakarta,40000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,114,None,-7.9339721,110.651966,09:00:00,19:00:00,Morning
Candi Ratu Boko,Wisata - Budaya,Yogyakarta,75000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny",154,None,-7.7705416,110.4894158,08:00:00,20:00:00,Afternoon
Pantai Depok Jogja,Wisata - Bahari,Yogyakarta,10000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,98,None,-8.0137087,110.2914777,08:00:00,17:00:00,Evening
Pantai Sundak,Wisata - Bahari,Yogyakarta,5000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,155,None,-8.147065300000001,110.6078504,08:00:00,16:00:00,Morning
Hutan Mangrove Kulon Progo,Wisata - Bahari,Yogyakarta,5000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,123,None,-7.8933459,110.0198257,10:00:00,17:00:00,Evening
Jogja Bay Pirates Adventure Waterpark,Wisata - Taman Hiburan,Yogyakarta,150000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny, Rainy",73,None,-7.747846099999999,110.4188754,09:00:00,17:00:00,Evening
Pantai Sepanjang,Wisata - Bahari,Yogyakarta,10000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,106,None,-8.136665599999999,110.5659962,10:00:00,19:00:00,Morning
Pantai Krakal,Wisata - Bahari,Yogyakarta,10000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,149,None,-8.145019,110.5998857,09:00:00,18:00:00,Afternoon
Pantai Glagah,Wisata - Bahari,Yogyakarta,5000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,146,None,-7.911942699999999,110.0647339,08:00:00,17:00:00,Evening
Pantai Siung,Wisata - Bahari,Yogyakarta,10000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,137,None,-8.1818233,110.6832394,08:00:00,18:00:00,Afternoon
Pantai Sadranan,Wisata - Bahari,Yogyakarta,10000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,100,None,-8.145667999999997,110.6043914,10:00:00,17:00:00,Evening
Pantai Nguluran,Wisata - Bahari,Yogyakarta,10000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,178,None,-8.1060061,110.4618655,09:00:00,20:00:00,Morning
Pantai Samas,Wisata - Bahari,Yogyakarta,4000,4.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,75,None,-8.0045535,110.2703756,08:00:00,17:00:00,Evening
Pantai Drini,Wisata - Bahari,Yogyakarta,10000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,135,None,-8.1384509,110.577522,09:00:00,17:00:00,Afternoon
Air Terjun Sri Gethuk,Wisata - Cagar Alam,Yogyakarta,15000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,172,None,-7.943178000000001,110.48924,10:00:00,20:00:00,Morning
Candi Sewu,Wisata - Budaya,Yogyakarta,50000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny",148,None,-7.7439217,110.4929095,09:00:00,19:00:00,Morning
Pantai Wediombo,Wisata - Bahari,Yogyakarta,5000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,78,None,-8.1862462,110.709901,10:00:00,19:00:00,Evening
Pantai Jogan,Wisata - Bahari,Yogyakarta,5000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,147,None,-8.180135,110.6763715,08:00:00,19:00:00,Afternoon
Pantai Ngrenehan,Wisata - Bahari,Yogyakarta,3000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,179,None,-8.1211475,110.5142337,10:00:00,16:00:00,Evening
Pantai Jungwok,Wisata - Bahari,Yogyakarta,5000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,164,None,-8.1978223,110.7123461,09:00:00,19:00:00,Morning
Pantai Greweng,Wisata - Bahari,Yogyakarta,5000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,116,None,-8.197864399999998,110.7186216,08:00:00,17:00:00,Afternoon
Pantai Sedahan,Wisata - Bahari,Yogyakarta,5000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,75,None,-8.1978943,110.7208535,08:00:00,19:00:00,Afternoon
Pantai Watu Kodok,Wisata - Bahari,Yogyakarta,5000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,179,None,-8.1370556,110.5746611,08:00:00,20:00:00,Afternoon
Pantai Kesirat,Wisata - Bahari,Yogyakarta,5000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,117,None,-8.096153500000002,110.4350483,07:00:00,17:00:00,Morning
Pantai Ngandong,Wisata - Bahari,Yogyakarta,10000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,127,None,-8.146423,110.6061408,09:00:00,17:00:00,Morning
Galaxy Waterpark Jogja,Wisata - Taman Hiburan,Yogyakarta,40000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny, Rainy",92,None,-7.815963299999999,110.4136917,10:00:00,16:00:00,Morning
Desa Wisata Pulesari,Wisata - Taman Hiburan,Yogyakarta,0,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny, Rainy",88,None,-7.625880599999999,110.371698,07:00:00,20:00:00,Evening
Desa Wisata Tembi,Wisata - Taman Hiburan,Yogyakarta,50000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny, Rainy",152,None,-7.872567300000001,110.3546963,10:00:00,18:00:00,Morning
Wisata Kaliurang,Wisata - Cagar Alam,Yogyakarta,8000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,172,None,-7.6120675,110.4205209,07:00:00,17:00:00,Morning
Heha Sky View,Wisata - Taman Hiburan,Yogyakarta,15000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday","Cloudy, Sunny, Rainy",127,None,-7.8496144,110.478324,10:00:00,17:00:00,Evening
Taman Sungai Mudal,Wisata - Cagar Alam,Yogyakarta,10000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,170,None,-7.762813599999998,110.1161626,10:00:00,17:00:00,Morning
Pantai Sanglen,Wisata - Bahari,Yogyakarta,10000,5.0,Tourism,No,-,"Monday, Tuesday","Wednesday, Thursday, Friday","Saturday, Sunday",Sunny,72,None,-8.1367456,110.5716362,10:00:00,16:00:00,Afternoon
